Country,Year,GDP growth (annual %),Labor force,Gross capital formation (% of GDP),Industry (% of GDP),Industry (% of employment),Manufacturing (% of GDP),Manufacturing (% of employment),Services (% of GDP),Services (% of employment),Agriculture (% of GDP),Agriculture (% of employment),Trade (% of GDP),Broad money (% of GDP),Political stability
Burundi,1991,4.996836447921254,2568641.0,14.409763187948919,17.534851673918585,2.415699,12.707953826841218,1.7214560157414023,23.348497862178974,6.211409558296477,48.5979103153404,91.37289125535844,38.42256047721073,17.035602034941338,
Burundi,1992,1.0099983709962856,2622016.0,10.63829806567829,18.986006151784686,2.389902,8.599290936423284,1.7047046729272315,22.68145958773929,6.212397517251434,48.004521705755934,91.39770027908777,38.226131412797606,16.907535768266385,
Burundi,1993,-6.24000000139047,2410298.0,11.540149279386874,20.123412708302514,2.357668,8.424747762898404,1.6891160699535157,22.351357262976933,6.015683063631712,47.16981169331137,91.62669202959027,36.54299660279681,17.733128705219972,
Burundi,1994,-3.829999996198282,2394789.0,6.974127152046634,19.5729092024609,2.327616,9.351748292164618,1.676124083369642,26.770379653169723,5.898703805396357,40.732325452444144,91.7737232487451,38.753523581474944,23.00520666940144,
Burundi,1995,-7.920000003747717,2628505.0,6.363436388009001,16.800672232459508,2.281696,8.258459740035581,1.6543864865913127,28.460969995785902,5.612447781320728,42.02269312836133,92.10585597497655,40.20462641452007,19.803614363671564,
Burundi,1996,-7.999999997940932,2575028.0,8.209806157354619,11.78259217027746,2.232542,6.2713797035347785,1.6299477341322044,28.1245516913721,5.247150662044994,53.380921512732805,92.52034784167252,21.573722272900035,22.332307107563665,-2.11674880981445
Burundi,1997,-1.5899999968582819,2527375.0,6.096849474912486,13.890431563593934,2.203632,9.744337922987164,1.6172841719583275,32.57208284714119,5.204720443847548,42.42186414819136,92.5916886156494,24.275379229871646,18.58637689614936,
Burundi,1998,4.7499999950961325,2574722.0,6.771614192903548,14.691284707646176,2.195539,10.306147951024487,1.6121197049158436,33.49822588705647,5.5895026102337475,44.53870404797601,92.21495835660626,27.4400299850075,15.785882058970516,-2.29753232002258
Burundi,1999,-1.009999996498152,2652842.0,5.884936319718928,16.119610540184453,2.220132,11.308139108476064,1.6193385208415154,35.713394817742646,5.711308993144052,47.63530412823891,92.06851985870897,23.539745278875714,20.473737373737375,
Burundi,2000,-0.8568640584241507,2711922.0,2.7811377098961927,15.539570689424757,2.25378,10.901232782225629,1.6279537429251014,32.12899770279986,5.831590703728385,44.10704010936864,91.91462945948135,22.55372448902864,17.172855060903363,-2.01407074928284
Burundi,2001,2.0558071083524254,2789039.0,4.468258562600108,15.573191075672261,2.292545,10.924817959528946,1.6334656789232653,34.99861276648901,6.057758666258084,43.84314205827972,91.64969683483218,20.96404561472224,17.225781635216748,
Burundi,2002,4.446519412247966,2877511.0,3.94866019879363,15.8040004931229,2.338532,11.086734100799504,1.6356787808947215,35.50594768364534,6.368605344478652,43.33361124212516,91.2928269207616,21.67382940696661,21.252340683043787,-2.28477239608765
Burundi,2003,-1.2237279602344415,2979746.0,7.868790037064022,15.741712307225333,2.393147,11.04303804233396,1.6496361086629971,33.82656159615402,6.4393246531530774,42.841283700539385,91.16749394438256,27.376312079610702,24.024346314190854,-2.24483132362366
Burundi,2004,4.833657768094525,3109670.0,10.347097130117563,16.32301915711288,2.42774,11.450833172751398,1.6308158625580353,33.97993703176033,6.4333668164280216,41.90260496890339,91.13885993546957,31.576118181653236,22.3254125001561,-2.52275967597961
Burundi,2005,0.9000000009019118,3235531.0,18.2,16.933003598610878,2.517987,11.88501660260676,1.6578324915247151,34.01465266949391,6.717655122698887,40.84812339229493,90.76435754321925,35.09999884129365,23.222863924836375,-1.52337801456451
Burundi,2006,5.413807144914443,3353085.0,18.51298572410108,15.315291243606383,2.590344,10.367203603328498,1.6590167509589735,35.70226734865257,7.146318075701977,40.637682265821816,90.26333760570422,42.4,26.274869837392167,-1.42777347564697
Burundi,2007,3.4519485638194283,3475185.0,15.1864583013854,17.156194218906226,2.685837,11.109361784204395,1.6791162515002904,39.918867581178425,7.583669762106275,34.93417191975905,89.73049327486501,38.79999877319931,24.61961340784103,-1.377925157547
